iter	MultiClass
592	0.4812399226
593	0.4806960772
594	0.4800219627
595	0.4793605895
596	0.4790589818
597	0.4786231064
598	0.478488975
599	0.4782534623
600	0.4779914785
601	0.4771668055
602	0.476464542
603	0.4761545424
604	0.4753611678
605	0.4748547753
606	0.4742917412
607	0.4739737618
608	0.4732537286
609	0.4729682454
610	0.4723600142
611	0.4718573664
612	0.4713850186
613	0.4710000212
614	0.4700562436
615	0.4695230105
616	0.4690228465
617	0.4686024136
618	0.4678650297
619	0.4672432274
620	0.466794982
621	0.466073975
622	0.4657663899
623	0.465544585
624	0.4652513865
625	0.4648842341
626	0.464734927
627	0.4643651096
628	0.4640045686
629	0.4635648772
630	0.463002419
631	0.4625737659
632	0.4618954386
633	0.4614557999
634	0.4610994061
635	0.4608259078
636	0.4602545255
637	0.4596430128
638	0.4594386307
639	0.4591643949
640	0.4585387802
641	0.4580027122
642	0.4575497911
643	0.457019159
644	0.4568500095
645	0.4563034614
646	0.4560806271
647	0.4555638537
648	0.4551323088
649	0.4547543479
650	0.4544714054
651	0.4542353069
652	0.4536270117
653	0.453388386
654	0.4528412043
655	0.4525234709
656	0.4521826434
657	0.4517907489
658	0.4513137361
659	0.4511394994
660	0.4506495025
661	0.4502825046
662	0.4499989066
663	0.4496064242
664	0.4493456413
665	0.4488467093
666	0.4484710985
667	0.4481224601
668	0.4477274863
669	0.4473282925
670	0.4468133864
671	0.4458452724
672	0.4454641997
673	0.4449229409
674	0.4445498326
675	0.4443464309
676	0.4437654964
677	0.4433727216
678	0.4428838305
679	0.4425564331
680	0.4421508472
681	0.4417918276
682	0.4414012134
683	0.441071943
684	0.4406267986
685	0.4402100306
686	0.439742293
687	0.4394606475
688	0.4392229454
689	0.4390372902
690	0.4388336942
691	0.4382626462
692	0.4377191536
693	0.4373220558
694	0.4372743888
695	0.4366713408
696	0.436364926
697	0.4360603366
698	0.4354874133
699	0.4350936411
700	0.4348189439
701	0.4345265549
702	0.4339507876
703	0.4337421181
704	0.4335333344
705	0.4331111955
706	0.43279803
707	0.4324889364
708	0.4323708935
709	0.432104494
710	0.4317052781
711	0.4312765889
712	0.4310288423
713	0.4304480262
714	0.4301672158
715	0.4296234823
716	0.4292217253
717	0.428698035
718	0.428208462
719	0.4277177892
720	0.4271172425
721	0.4266482391
722	0.4260405638
723	0.4255579411
724	0.425196024
725	0.4245532697
726	0.4242987135
727	0.4233512755
728	0.4231027523
729	0.4228230696
730	0.4223471794
731	0.4216839656
732	0.4211477858
733	0.4208477727
734	0.4204206953
735	0.4201148974
736	0.4194328152
737	0.419134632
738	0.4187877827
739	0.4182422716
740	0.4178235819
741	0.4174987966
742	0.4171497033
743	0.4168239985
744	0.4166329482
745	0.4164091722
746	0.4159582305
747	0.4157459215
748	0.4153606404
749	0.4151237729
750	0.4149027877
751	0.4146095146
752	0.4142485606
753	0.4139876717
754	0.4138851234
755	0.4136210214
756	0.4133596419
757	0.4131542245
758	0.4127610255
759	0.4119670491
760	0.4116036683
761	0.4110525705
762	0.4107790351
763	0.4103351572
764	0.4101249569
765	0.409806284
766	0.4095151696
767	0.4089080656
768	0.4087909321
769	0.4083630621
770	0.4081206401
771	0.4077175421
772	0.4074412497
773	0.4072292552
774	0.4068047093
775	0.4062230922
776	0.4059312249
777	0.4056933217
778	0.4052589058
779	0.4050338723
780	0.4048219038
781	0.404382799
782	0.4039417669
783	0.403256881
784	0.4028829487
785	0.402683952
786	0.4022087795
787	0.4019468522
788	0.4015708487
789	0.4013254035
790	0.400938676
791	0.4004621548
792	0.4002034161
793	0.3999127736
794	0.3994707904
795	0.3988740257
796	0.398236105
797	0.3981132442
798	0.3976591595
799	0.3973144178
800	0.3968620257
801	0.3962777585
802	0.3959573712
803	0.3956275481
804	0.3952733593
805	0.3949121384
806	0.3944566711
807	0.3940218636
808	0.3937779981
809	0.3933239152
810	0.3928081354
811	0.3920140474
812	0.3918276138
813	0.3915049095
814	0.3912472782
815	0.3909808233
816	0.3905634852
817	0.3903183286
818	0.3897662505
819	0.3894204932
820	0.3892258277
821	0.38886608
822	0.3883729537
823	0.3880452867
824	0.3878055576
825	0.3873627359
826	0.3869429376
827	0.386751519
828	0.3866694371
829	0.3863846538
830	0.3858240659
831	0.3853808386
832	0.3849055255
833	0.3846976187
834	0.384108005
835	0.3837119438
836	0.3834328619
837	0.3830861031
838	0.382853892
839	0.3823931588
840	0.3820280631
841	0.3817234387
842	0.3812928535
843	0.3810018299
844	0.3805429337
845	0.3801047374
846	0.3798959421
847	0.3795189954
848	0.3791660318
849	0.3788286563
850	0.3785618766
851	0.3783372341
852	0.378058251
853	0.3779092108
854	0.3776604468
855	0.3771615335
856	0.3769414004
857	0.3764307137
858	0.3759761682
859	0.375588186
860	0.375262825
861	0.3751249687
862	0.3748333622
863	0.3746081446
864	0.3741836248
865	0.3739175847
866	0.3737815561
867	0.3733744988
868	0.3731815107
869	0.3726254874
870	0.3720661717
871	0.3716766856
872	0.3714695904
873	0.3712723025
874	0.3710992913
875	0.3709055784
876	0.3707567797
877	0.3702254979
878	0.3698944283
879	0.3695773209
880	0.3693985482
881	0.3691700464
882	0.3688430132
883	0.3686406913
884	0.3682940813
885	0.3678008824
886	0.367218706
887	0.3669439499
888	0.3666255027
889	0.3662494183
890	0.3658039895
891	0.3656061091
892	0.365130168
893	0.3647702773
894	0.3644677178
895	0.3641431617
896	0.3639603434
897	0.3634348076
898	0.3631677513
899	0.3629686841
900	0.3626657592
901	0.3624395882
902	0.3619792732
903	0.3616171036
904	0.3613257785
905	0.3611125401
906	0.3606312815
907	0.360397975
908	0.3598925683
909	0.3594567623
910	0.359330246
911	0.3588828388
912	0.3585251469
913	0.3583556015
914	0.3579036006
915	0.3575649399
916	0.3573517436
917	0.3572498544
918	0.3569531219
919	0.3568352097
920	0.3567166724
921	0.3565553118
922	0.3561272808
923	0.3557668076
924	0.3554181604
925	0.3552346442
926	0.3551125439
927	0.3547501804
928	0.3546048529
929	0.3542453634
930	0.3539788697
931	0.3537273182
932	0.3535330943
933	0.3531751806
934	0.3528216441
935	0.3527219002
936	0.3522130413
937	0.3517618286
938	0.3513019464
939	0.3508585135
940	0.3505747332
941	0.3502369367
942	0.3498510175
943	0.3496368601
944	0.3493592213
945	0.3491772663
946	0.3487884744
947	0.3486366938
948	0.3485432414
949	0.3482248017
950	0.3480046777
951	0.3476345992
952	0.347290242
953	0.3468712358
954	0.3466062956
955	0.3461616115
956	0.3457793979
957	0.3453775394
958	0.3452114239
959	0.3448930189
960	0.3446819195
961	0.3442957476
962	0.3439610772
963	0.343755544
964	0.3434318715
965	0.3432494968
966	0.3429407077
967	0.3424106618
968	0.3421685349
969	0.3418580139
970	0.3415848628
971	0.3412946805
972	0.3409520905
973	0.3407030758
974	0.3404779481
975	0.3401678135
976	0.3396903614
977	0.3394422717
978	0.3391454355
979	0.3389783878
980	0.3387227858
981	0.3384993765
982	0.3379446254
983	0.3377714633
984	0.3374476932
985	0.3372475747
986	0.3371260226
987	0.336991206
988	0.336528913
989	0.3363027156
990	0.335958598
991	0.335753163
992	0.3356450907
993	0.3354175899
994	0.3352439571
995	0.3349275867
996	0.334595522
997	0.3343995836
998	0.3343199517
999	0.3340367132
