iter	Passed	Remaining
496	17677	17890
497	17709	17851
498	17739	17811
499	17775	17775
500	17808	17737
501	17844	17701
502	17878	17664
503	17906	17622
504	17939	17583
505	17971	17545
506	18002	17505
507	18032	17464
508	18063	17424
509	18092	17383
510	18122	17342
511	18150	17299
512	18181	17259
513	18209	17217
514	18238	17176
515	18269	17136
516	18298	17095
517	18328	17054
518	18358	17014
519	18387	16973
520	18417	16933
521	18449	16894
522	18479	16854
523	18510	16814
524	18540	16774
525	18569	16733
526	18602	16696
527	18632	16656
528	18663	16616
529	18695	16579
530	18727	16540
531	18761	16504
532	18790	16463
533	18821	16425
534	18855	16388
535	18888	16350
536	18916	16309
537	18961	16283
538	18993	16244
539	19027	16208
540	19059	16170
541	19088	16129
542	19119	16091
543	19151	16053
544	19180	16012
545	19210	15973
546	19240	15933
547	19271	15895
548	19304	15858
549	19336	15820
550	19366	15781
551	19396	15742
552	19432	15707
553	19465	15671
554	19499	15634
555	19531	15596
556	19562	15558
557	19594	15521
558	19627	15484
559	19659	15446
560	19689	15407
561	19720	15369
562	19752	15331
563	19782	15292
564	19811	15253
565	19844	15216
566	19874	15177
567	19905	15139
568	19935	15100
569	19966	15062
570	19997	15024
571	20031	14988
572	20059	14948
573	20088	14908
574	20118	14870
575	20148	14831
576	20179	14793
577	20212	14757
578	20244	14719
579	20272	14679
580	20304	14642
581	20335	14605
582	20366	14567
583	20397	14529
584	20431	14494
585	20463	14457
586	20494	14419
587	20526	14382
588	20556	14343
589	20586	14306
590	20616	14267
591	20649	14231
592	20678	14192
593	20709	14154
594	20738	14116
595	20769	14078
596	20800	14040
597	20833	14005
598	20866	13968
599	20899	13933
600	20929	13894
601	20960	13857
602	20987	13817
603	21019	13780
604	21049	13743
605	21079	13705
606	21108	13666
607	21138	13628
608	21170	13592
609	21200	13554
610	21232	13518
611	21265	13481
612	21294	13443
613	21327	13407
614	21360	13372
615	21390	13334
616	21421	13297
617	21452	13260
618	21485	13224
619	21519	13189
620	21557	13156
621	21592	13122
622	21628	13088
623	21661	13052
624	21701	13020
625	21744	12991
626	21783	12958
627	21822	12926
628	21858	12892
629	21891	12856
630	21923	12820
631	21956	12784
632	21991	12750
633	22029	12717
634	22067	12684
635	22133	12667
636	22187	12643
637	22225	12610
638	22256	12573
639	22287	12536
640	22321	12501
641	22353	12465
642	22384	12428
643	22415	12391
644	22447	12354
645	22479	12318
646	22509	12281
647	22539	12243
648	22570	12206
649	22599	12168
650	22629	12131
651	22657	12093
652	22685	12055
653	22714	12017
654	22743	11979
655	22771	11941
656	22800	11903
657	22828	11865
658	22857	11827
659	22887	11790
660	22917	11753
661	22947	11716
662	22976	11678
663	23003	11640
664	23031	11602
665	23060	11564
666	23097	11531
667	23125	11493
668	23154	11456
669	23182	11418
670	23210	11380
671	23239	11342
672	23267	11305
673	23295	11267
674	23324	11230
675	23351	11192
676	23380	11155
677	23409	11117
678	23437	11080
679	23464	11042
680	23490	11003
681	23517	10965
682	23546	10928
683	23580	10893
684	23609	10857
685	23641	10821
686	23671	10784
687	23701	10748
688	23731	10712
689	23762	10675
690	23790	10638
691	23821	10602
692	23850	10565
693	23878	10528
694	23906	10491
695	23933	10453
696	23961	10416
697	23991	10380
698	24021	10344
699	24048	10306
700	24076	10269
701	24105	10232
702	24136	10197
703	24166	10160
704	24197	10125
705	24228	10089
706	24258	10053
707	24287	10017
708	24317	9980
709	24344	9943
710	24372	9906
711	24400	9870
712	24431	9834
713	24459	9797
714	24489	9761
715	24520	9726
716	24551	9690
717	24583	9655
718	24615	9620
719	24646	9584
720	24677	9549
721	24706	9513
722	24734	9476
723	24763	9440
724	24791	9403
725	24821	9367
726	24852	9332
727	24882	9296
728	24911	9260
729	24940	9224
730	24973	9189
731	25002	9153
732	25031	9117
733	25057	9080
734	25088	9045
735	25120	9010
736	25151	8975
737	25183	8940
738	25213	8905
739	25248	8870
740	25277	8835
741	25309	8800
742	25339	8764
743	25370	8729
744	25402	8694
745	25435	8660
746	25466	8625
747	25498	8590
748	25528	8555
749	25559	8519
750	25587	8483
751	25629	8452
752	25674	8421
753	25761	8404
754	25810	8375
755	25847	8342
756	25881	8308
757	25930	8278
758	25968	8245
759	26010	8213
760	26041	8178
761	26074	8143
762	26107	8109
763	26142	8075
764	26175	8040
765	26207	8006
766	26240	7971
767	26273	7936
768	26305	7901
769	26336	7866
770	26370	7832
771	26410	7800
772	26446	7766
773	26487	7733
774	26527	7701
775	26559	7666
776	26594	7632
777	26627	7598
778	26660	7563
779	26696	7529
780	26728	7494
781	26758	7459
782	26791	7424
783	26823	7390
784	26855	7355
785	26887	7320
786	26918	7285
787	26949	7250
788	26982	7215
789	27014	7180
790	27044	7145
791	27074	7110
792	27108	7076
793	27140	7041
794	27173	7006
795	27206	6972
796	27239	6937
797	27271	6903
798	27303	6868
799	27335	6833
800	27369	6799
801	27402	6765
802	27432	6730
803	27464	6695
804	27495	6660
805	27525	6625
806	27556	6590
807	27587	6555
808	27619	6520
809	27650	6485
810	27680	6450
811	27711	6416
812	27742	6381
813	27774	6346
814	27807	6312
815	27839	6277
816	27870	6242
817	27903	6208
818	27936	6173
819	27966	6139
820	27998	6104
821	28034	6070
822	28067	6036
823	28098	6001
824	28132	5967
825	28162	5932
826	28193	5897
827	28223	5862
828	28254	5828
829	28285	5793
830	28317	5758
831	28348	5724
832	28380	5689
833	28412	5655
834	28444	5620
835	28472	5585
836	28501	5550
837	28535	5516
838	28568	5482
839	28600	5447
840	28632	5413
841	28665	5378
842	28696	5344
843	28726	5309
844	28757	5275
845	28791	5240
846	28821	5206
847	28853	5171
848	28884	5137
849	28914	5102
850	28947	5068
851	28981	5034
852	29013	5000
853	29043	4965
854	29074	4930
855	29106	4896
856	29135	4861
857	29165	4826
858	29194	4792
859	29225	4757
860	29257	4723
861	29286	4688
862	29316	4653
863	29347	4619
864	29379	4585
865	29410	4550
866	29442	4516
867	29474	4482
868	29504	4447
869	29540	4414
870	29571	4379
871	29604	4345
872	29633	4310
873	29662	4276
874	29694	4242
875	29724	4207
876	29757	4173
877	29789	4139
878	29820	4105
879	29851	4070
880	29884	4036
881	29916	4002
882	29949	3968
883	29981	3934
884	30019	3900
885	30050	3866
886	30079	3831
887	30110	3797
888	30140	3763
889	30170	3728
890	30201	3694
891	30232	3660
892	30265	3626
893	30296	3592
894	30327	3558
895	30360	3523
896	30392	3489
897	30426	3456
898	30459	3421
899	30490	3387
900	30523	3353
901	30554	3319
902	30586	3285
903	30619	3251
904	30651	3217
905	30679	3183
906	30711	3149
907	30743	3114
908	30773	3080
909	30808	3046
910	30842	3013
911	30874	2979
912	30907	2945
913	30938	2911
914	30972	2877
915	31003	2843
916	31035	2809
917	31066	2775
918	31094	2740
919	31125	2706
920	31169	2673
921	31201	2639
922	31237	2605
923	31268	2571
924	31298	2537
925	31332	2503
926	31364	2469
927	31394	2435
928	31425	2401
929	31457	2367
930	31486	2333
931	31515	2299
932	31559	2266
933	31589	2232
934	31619	2198
935	31649	2164
936	31681	2130
937	31712	2096
938	31744	2062
939	31777	2028
940	31809	1994
941	31840	1960
942	31874	1926
943	31905	1892
944	31935	1858
945	31968	1824
946	32000	1790
947	32033	1757
948	32062	1723
949	32092	1689
950	32123	1655
951	32151	1621
952	32193	1587
953	32224	1553
954	32256	1519
955	32290	1486
956	32321	1452
957	32352	1418
958	32382	1384
959	32413	1350
960	32445	1316
961	32487	1283
962	32531	1249
963	32572	1216
964	32711	1186
965	32752	1152
966	32786	1118
967	32825	1085
968	32859	1051
969	32899	1017
970	32949	984
971	32987	950
972	33038	916
973	33076	882
974	33118	849
975	33154	815
976	33190	781
977	33229	747
978	33263	713
979	33293	679
980	33328	645
981	33362	611
982	33398	577
983	33431	543
984	33470	509
985	33503	475
986	33537	441
987	33572	407
988	33607	373
989	33644	339
990	33673	305
991	33705	271
992	33736	237
993	33770	203
994	33815	169
995	33849	135
996	33880	101
997	33914	67
998	33947	33
999	33981	0
