iter	Passed	Remaining
299	9318	21744
300	9348	21710
301	9378	21676
302	9408	21643
303	9435	21603
304	9466	21570
305	9494	21533
306	9522	21495
307	9551	21460
308	9581	21426
309	9610	21391
310	9640	21357
311	9669	21322
312	9702	21295
313	9730	21258
314	9759	21222
315	9786	21184
316	9815	21149
317	9852	21131
318	9887	21106
319	9925	21090
320	9959	21067
321	9997	21051
322	10036	21035
323	10071	21014
324	10105	20988
325	10137	20958
326	10166	20924
327	10195	20887
328	10223	20850
329	10252	20815
330	10281	20780
331	10311	20747
332	10340	20711
333	10369	20676
334	10396	20638
335	10426	20604
336	10455	20569
337	10484	20535
338	10513	20498
339	10543	20465
340	10572	20431
341	10602	20399
342	10631	20364
343	10662	20332
344	10691	20299
345	10721	20266
346	10749	20229
347	10778	20195
348	10806	20156
349	10836	20124
350	10865	20089
351	10892	20052
352	10920	20015
353	10947	19977
354	10974	19940
355	11002	19903
356	11031	19868
357	11060	19834
358	11090	19802
359	11121	19771
360	11150	19736
361	11181	19707
362	11212	19675
363	11242	19643
364	11272	19611
365	11302	19578
366	11330	19542
367	11382	19548
368	11412	19515
369	11439	19478
370	11469	19445
371	11495	19405
372	11524	19372
373	11553	19337
374	11580	19301
375	11609	19267
376	11637	19231
377	11666	19197
378	11696	19164
379	11727	19134
380	11756	19100
381	11785	19066
382	11817	19036
383	11846	19004
384	11874	18969
385	11903	18934
386	11935	18905
387	11964	18872
388	11993	18837
389	12021	18803
390	12049	18767
391	12078	18733
392	12107	18700
393	12135	18665
394	12164	18631
395	12192	18596
396	12220	18561
397	12249	18528
398	12280	18497
399	12310	18465
400	12341	18434
401	12369	18400
402	12405	18377
403	12436	18346
404	12501	18365
405	12530	18333
406	12560	18300
407	12590	18269
408	12620	18236
409	12650	18204
410	12681	18173
411	12712	18142
412	12749	18121
413	12786	18099
414	12822	18075
415	12859	18052
416	12901	18037
417	12938	18014
418	12974	17990
419	13009	17965
420	13043	17939
421	13076	17910
422	13107	17879
423	13136	17845
424	13166	17812
425	13194	17778
426	13221	17742
427	13250	17708
428	13277	17672
429	13305	17636
430	13334	17604
431	13364	17572
432	13393	17538
433	13423	17505
434	13455	17477
435	13483	17441
436	13511	17407
437	13540	17373
438	13569	17340
439	13595	17303
440	13625	17270
441	13654	17237
442	13684	17205
443	13715	17174
444	13744	17141
445	13774	17109
446	13801	17074
447	13830	17040
448	13858	17006
449	13886	16972
450	13914	16938
451	13946	16908
452	13984	16886
453	14022	16863
454	14056	16836
455	14091	16811
456	14124	16782
457	14160	16758
458	14192	16728
459	14222	16695
460	14250	16661
461	14281	16630
462	14315	16603
463	14345	16571
464	14374	16538
465	14404	16506
466	14437	16478
467	14471	16451
468	14503	16420
469	14534	16390
470	14566	16360
471	14596	16327
472	14628	16298
473	14659	16267
474	14700	16248
475	14731	16216
476	14761	16184
477	14791	16153
478	14822	16121
479	14851	16089
480	14890	16066
481	14921	16036
482	15006	16062
483	15089	16087
484	15157	16095
485	15217	16094
486	15287	16103
487	15354	16109
488	15434	16129
489	15492	16125
490	15544	16114
491	15583	16090
492	15630	16074
493	15659	16039
494	15692	16009
495	15726	15980
496	15758	15949
497	15793	15919
498	15826	15889
499	15856	15856
500	15888	15824
501	15921	15794
502	15954	15763
503	15985	15731
504	16017	15700
505	16051	15670
506	16084	15640
507	16119	15611
508	16155	15584
509	16201	15566
510	16239	15540
511	16292	15529
512	16328	15501
513	16358	15467
514	16389	15434
515	16425	15406
516	16455	15372
517	16485	15339
518	16517	15308
519	16549	15276
520	16581	15245
521	16615	15214
522	16696	15228
523	16738	15205
524	16768	15171
525	16799	15138
526	16828	15104
527	16860	15072
528	16892	15040
529	16923	15007
530	16959	14979
531	17003	14958
532	17039	14929
533	17074	14900
534	17127	14886
535	17163	14858
536	17199	14829
537	17238	14802
538	17280	14779
539	17336	14768
540	17380	14745
541	17421	14721
542	17449	14685
543	17476	14649
544	17505	14614
545	17535	14580
546	17567	14548
547	17603	14519
548	17640	14491
549	17673	14459
550	17705	14428
551	17739	14396
552	17771	14365
553	17801	14331
554	17836	14301
555	17873	14272
556	17906	14241
557	17943	14213
558	17975	14180
559	18003	14145
560	18033	14111
561	18063	14078
562	18093	14044
563	18122	14009
564	18150	13974
565	18179	13939
566	18209	13905
567	18237	13871
568	18269	13838
569	18299	13805
570	18327	13769
571	18358	13736
572	18388	13703
573	18416	13668
574	18446	13634
575	18475	13600
576	18505	13566
577	18536	13533
578	18563	13497
579	18592	13463
580	18621	13429
581	18651	13395
582	18681	13362
583	18711	13328
584	18741	13295
585	18771	13262
586	18801	13228
587	18829	13193
588	18858	13159
589	18887	13124
590	18916	13091
591	18949	13059
592	18976	13024
593	19006	12991
594	19036	12957
595	19065	12923
596	19096	12890
597	19147	12871
598	19182	12841
599	19218	12812
600	19254	12783
601	19297	12757
602	19333	12728
603	19371	12700
604	19404	12669
605	19435	12636
606	19466	12603
607	19495	12569
608	19524	12535
609	19564	12508
610	19601	12479
611	19638	12450
612	19675	12421
613	19714	12393
614	19748	12362
615	19778	12329
616	19820	12303
617	19849	12269
618	19877	12234
619	19906	12200
620	19936	12167
621	19968	12135
622	19997	12101
623	20027	12067
624	20074	12044
625	20102	12010
626	20131	11976
627	20160	11942
628	20186	11906
629	20215	11872
630	20245	11839
631	20276	11806
632	20312	11776
633	20352	11748
634	20388	11719
635	20424	11689
636	20458	11658
637	20492	11627
638	20522	11594
639	20551	11560
640	20579	11526
641	20609	11492
642	20638	11458
643	20667	11425
644	20695	11390
645	20725	11357
646	20754	11323
647	20792	11294
648	20828	11264
649	20874	11240
650	20911	11210
651	20951	11182
652	20986	11152
653	21023	11122
654	21087	11107
655	21117	11074
656	21144	11039
657	21175	11006
658	21204	10972
659	21234	10939
660	21265	10906
661	21295	10872
662	21325	10839
663	21355	10806
664	21386	10773
665	21416	10740
666	21446	10707
667	21476	10673
668	21505	10640
669	21535	10607
670	21563	10573
671	21594	10540
672	21624	10506
673	21654	10473
674	21695	10446
675	21727	10413
676	21756	10380
677	21788	10347
678	21815	10313
679	21841	10278
680	21870	10244
681	21900	10211
682	21930	10178
683	21960	10145
684	21991	10112
685	22020	10079
686	22050	10046
687	22081	10013
688	22110	9980
689	22139	9946
690	22166	9912
691	22196	9879
692	22224	9845
693	22253	9812
694	22281	9778
695	22312	9745
696	22342	9712
697	22371	9679
698	22401	9646
699	22429	9612
700	22460	9580
701	22490	9547
702	22518	9513
703	22547	9480
704	22577	9447
705	22608	9415
706	22639	9382
707	22670	9349
708	22699	9316
709	22729	9283
710	22759	9251
711	22787	9217
712	22818	9184
713	22849	9152
714	22877	9118
715	22908	9086
716	22936	9052
717	22967	9020
718	22995	8987
719	23024	8954
720	23053	8921
721	23084	8888
722	23114	8855
723	23144	8822
724	23172	8789
725	23202	8756
726	23232	8724
727	23261	8691
728	23288	8657
729	23316	8623
730	23343	8590
731	23373	8557
732	23403	8524
733	23433	8492
734	23461	8458
735	23490	8425
736	23519	8393
737	23549	8360
738	23580	8328
739	23610	8295
740	23640	8262
741	23669	8230
742	23699	8197
743	23729	8164
744	23760	8132
745	23790	8100
746	23819	8067
747	23849	8034
748	23879	8002
749	23908	7969
750	23938	7937
751	23969	7904
752	23997	7871
753	24027	7839
754	24055	7805
755	24083	7773
756	24112	7740
757	24140	7706
758	24167	7673
759	24197	7641
760	24227	7608
761	24257	7576
762	24293	7545
763	24328	7515
764	24378	7488
765	24423	7460
766	24477	7435
767	24524	7408
768	24570	7380
769	24605	7349
770	24640	7318
771	24674	7287
772	24704	7254
773	24731	7221
774	24761	7188
775	24791	7156
776	24821	7123
777	24849	7090
778	24877	7057
779	24907	7025
780	24938	6992
781	24968	6960
782	24998	6927
783	25027	6895
784	25055	6862
785	25085	6829
786	25112	6796
787	25140	6763
788	25170	6731
789	25204	6700
790	25240	6668
791	25280	6639
792	25317	6608
793	25356	6578
794	25390	6547
795	25420	6514
796	25452	6482
797	25478	6449
798	25507	6416
799	25535	6383
800	25564	6351
801	25592	6318
802	25622	6286
803	25654	6253
804	25684	6221
805	25714	6189
806	25747	6157
807	25777	6125
808	25807	6093
809	25836	6060
810	25864	6027
811	25893	5994
812	25922	5962
813	25952	5930
814	25984	5898
815	26018	5866
816	26056	5836
817	26091	5805
818	26127	5774
819	26156	5741
820	26185	5709
821	26214	5676
822	26244	5644
823	26273	5611
824	26303	5579
825	26332	5547
826	26362	5514
827	26389	5481
828	26416	5449
829	26445	5416
830	26474	5384
831	26504	5351
832	26532	5319
833	26560	5286
834	26590	5254
835	26622	5222
836	26651	5190
837	26679	5157
838	26709	5125
839	26741	5093
840	26773	5061
841	26801	5029
842	26830	4996
843	26859	4964
844	26889	4932
845	26917	4899
846	26946	4867
847	26976	4835
848	27005	4803
849	27033	4770
850	27064	4738
851	27094	4706
852	27125	4674
853	27155	4642
854	27186	4610
855	27218	4578
856	27247	4546
857	27275	4514
858	27304	4481
859	27335	4449
860	27366	4418
861	27398	4386
862	27427	4354
863	27457	4322
864	27487	4289
865	27518	4258
866	27546	4225
867	27575	4193
868	27604	4161
869	27635	4129
870	27665	4097
871	27695	4065
872	27729	4034
873	27761	4002
874	27790	3970
875	27818	3937
876	27847	3905
877	27877	3873
878	27905	3841
879	27935	3809
880	27962	3776
881	27992	3745
882	28022	3713
883	28051	3680
884	28078	3648
885	28109	3616
886	28135	3584
887	28165	3552
888	28196	3520
889	28227	3488
890	28274	3459
891	28302	3426
892	28332	3394
893	28363	3363
894	28392	3330
895	28420	3298
896	28449	3266
897	28478	3234
898	28509	3202
899	28537	3170
900	28566	3138
901	28594	3106
902	28624	3074
903	28655	3043
904	28686	3011
905	28716	2979
906	28746	2947
907	28775	2915
908	28805	2883
909	28834	2851
910	28863	2819
911	28892	2787
912	28921	2755
913	28949	2723
914	28978	2691
915	29006	2659
916	29036	2628
917	29066	2596
918	29095	2564
919	29122	2532
920	29150	2500
921	29179	2468
922	29210	2436
923	29240	2405
924	29271	2373
925	29307	2342
926	29341	2310
927	29370	2278
928	29400	2246
929	29430	2215
930	29457	2183
931	29485	2151
932	29513	2119
933	29546	2087
934	29576	2056
935	29606	2024
936	29636	1992
937	29667	1960
938	29699	1929
939	29731	1897
940	29762	1866
941	29792	1834
942	29821	1802
943	29852	1770
944	29881	1739
945	29910	1707
946	29939	1675
947	29967	1643
948	29996	1612
949	30025	1580
950	30055	1548
951	30085	1516
952	30113	1485
953	30142	1453
954	30171	1421
955	30201	1390
956	30232	1358
957	30264	1326
958	30295	1295
959	30325	1263
960	30353	1231
961	30384	1200
962	30415	1168
963	30445	1136
964	30474	1105
965	30503	1073
966	30532	1041
967	30561	1010
968	30591	978
969	30619	946
970	30648	915
971	30680	883
972	30711	852
973	30741	820
974	30767	788
975	30797	757
976	30827	725
977	30856	694
978	30884	662
979	30913	630
980	30941	599
981	30968	567
982	30995	536
983	31024	504
984	31051	472
985	31080	441
986	31109	409
987	31138	378
988	31168	346
989	31198	315
990	31229	283
991	31259	252
992	31289	220
993	31319	189
994	31349	157
995	31376	126
996	31404	94
997	31434	62
998	31463	31
999	31494	0
